,calories,protein,fat,sodium,rating
4561,863.0,9.0,47.0,169.0,3.125
4563,1072.0,79.0,78.0,883.0,4.375
4564,284.0,6.0,10.0,283.0,5.0
4566,258.0,26.0,9.0,407.0,4.375
4568,122.0,1.0,12.0,142.0,5.0
4571,200.0,3.0,13.0,360.0,4.375
4572,183.0,9.0,11.0,295.0,4.375
4574,818.0,58.0,24.0,499.0,4.375
4577,535.0,6.0,29.0,166.0,4.375
4579,656.0,9.0,38.0,151.0,3.75
4581,439.0,6.0,34.0,402.0,3.75
4582,379.0,6.0,15.0,271.0,4.375
4583,202.0,0.0,22.0,174.0,5.0
4586,355.0,19.0,9.0,138.0,3.125
4587,320.0,9.0,12.0,136.0,4.375
4589,783.0,9.0,34.0,516.0,3.125
4591,153.0,2.0,6.0,63.0,4.375
4592,808.0,12.0,60.0,827.0,0.0
4593,491.0,8.0,40.0,724.0,4.375
4594,303.0,19.0,17.0,687.0,4.375
4595,140.0,4.0,13.0,968.0,5.0
4596,177.0,0.0,0.0,7.0,4.375
4597,247.0,3.0,9.0,230.0,4.375
4598,384.0,0.0,0.0,2.0,2.5
4600,596.0,34.0,50.0,221.0,5.0
4603,207.0,0.0,23.0,172.0,5.0
4604,360.0,4.0,30.0,327.0,4.375
4606,227.0,2.0,13.0,10.0,4.375
4607,792.0,29.0,35.0,464.0,4.375
4611,432.0,29.0,29.0,817.0,4.375
4612,305.0,2.0,0.0,238.0,5.0
4613,627.0,29.0,30.0,1418.0,3.75
4615,344.0,2.0,31.0,56.0,4.375
4617,282.0,1.0,1.0,17.0,3.125
4618,116.0,3.0,8.0,365.0,3.75
4619,447.0,3.0,16.0,219.0,5.0
4621,299.0,5.0,5.0,593.0,3.75
4624,376.0,3.0,30.0,179.0,4.375
4625,362.0,51.0,9.0,2191.0,4.375
4626,1115.0,70.0,57.0,1009.0,4.375
4628,179.0,12.0,8.0,106.0,0.0
4630,277.0,4.0,14.0,204.0,2.5
4631,500.0,31.0,36.0,912.0,4.375
4632,137.0,0.0,0.0,1.0,0.0
4633,414.0,8.0,1.0,6.0,5.0
4634,351.0,6.0,1.0,1.0,3.75
4635,296.0,39.0,12.0,861.0,0.0
4636,417.0,14.0,34.0,449.0,4.375
4637,359.0,7.0,1.0,7.0,4.375
4638,234.0,1.0,6.0,11.0,3.75
4639,1270.0,78.0,67.0,547.0,4.375
4640,599.0,15.0,33.0,69.0,4.375
4641,207.0,2.0,18.0,241.0,5.0
4644,259.0,12.0,10.0,451.0,3.75
4645,233.0,5.0,12.0,200.0,4.375
4646,369.0,9.0,13.0,953.0,4.375
4647,329.0,2.0,27.0,237.0,4.375
4648,283.0,6.0,11.0,446.0,3.125
4650,256.0,6.0,3.0,100.0,3.75
4651,159.0,2.0,7.0,101.0,3.75
4652,194.0,3.0,1.0,39.0,0.0
4653,1608.0,57.0,109.0,1074.0,5.0
4654,823.0,41.0,63.0,740.0,2.5
4656,282.0,19.0,9.0,1235.0,4.375
4657,141.0,1.0,0.0,4.0,4.375
4658,617.0,43.0,26.0,685.0,3.75
4660,322.0,14.0,27.0,275.0,5.0
4661,261.0,16.0,10.0,490.0,3.75
4662,213.0,1.0,0.0,1438.0,4.375
4663,318.0,42.0,13.0,151.0,4.375
4664,1341.0,66.0,42.0,2100.0,4.375
4665,1007.0,29.0,59.0,390.0,3.125
4666,568.0,58.0,33.0,779.0,4.375
4667,385.0,11.0,28.0,310.0,3.125
4668,610.0,11.0,37.0,196.0,4.375
4669,326.0,4.0,13.0,41.0,3.75
4670,1200.0,90.0,79.0,1147.0,0.0
4674,118.0,3.0,1.0,53.0,0.0
4678,167.0,4.0,12.0,377.0,4.375
4680,235.0,11.0,10.0,432.0,4.375
4681,842.0,25.0,66.0,1453.0,4.375
4683,150.0,0.0,0.0,3.0,3.125
4685,211.0,0.0,0.0,5.0,0.0
4686,411.0,0.0,46.0,1.0,0.0
4687,482.0,9.0,27.0,321.0,4.375
4688,910.0,42.0,73.0,1318.0,3.75
4689,430.0,48.0,24.0,450.0,4.375
4690,221.0,5.0,5.0,14.0,2.5
4692,108.0,5.0,9.0,5.0,0.0
4693,505.0,50.0,24.0,675.0,4.375
4694,510.0,9.0,26.0,404.0,4.375
4695,900.0,33.0,83.0,129.0,4.375
4696,200.0,6.0,12.0,908.0,0.0
4697,298.0,2.0,15.0,1029.0,3.75
4698,179.0,0.0,0.0,9.0,0.0
4699,409.0,29.0,29.0,155.0,3.75
4700,324.0,9.0,15.0,891.0,3.75
4701,273.0,0.0,0.0,10.0,0.0
4702,611.0,7.0,35.0,411.0,4.375
4703,465.0,21.0,39.0,1291.0,0.0
4704,923.0,34.0,58.0,1258.0,4.375
4706,283.0,24.0,15.0,1845.0,3.75
4707,166.0,8.0,13.0,187.0,4.375
4709,192.0,1.0,0.0,3.0,5.0
4710,515.0,45.0,24.0,394.0,4.375
4712,238.0,4.0,19.0,146.0,3.75
4713,598.0,18.0,48.0,1059.0,3.75
4714,811.0,32.0,29.0,1173.0,4.375
4716,1044.0,9.0,66.0,237.0,4.375
4717,1968.0,171.0,123.0,1826.0,3.75
4719,261.0,7.0,18.0,175.0,3.75
4720,182.0,2.0,9.0,14.0,4.375
4721,495.0,15.0,18.0,351.0,3.125
4722,310.0,8.0,12.0,229.0,4.375
4723,476.0,0.0,0.0,20.0,0.0
4724,317.0,14.0,24.0,338.0,3.125
4726,480.0,8.0,32.0,306.0,4.375
4727,245.0,4.0,13.0,426.0,4.375
4728,1014.0,60.0,53.0,2126.0,4.375
4730,422.0,4.0,15.0,6.0,4.375
4731,253.0,1.0,0.0,12.0,5.0
4732,114.0,2.0,8.0,17.0,3.125
4734,247.0,3.0,17.0,116.0,0.0
4735,1114.0,1.0,111.0,5.0,5.0
4736,687.0,7.0,65.0,386.0,4.375
4737,201.0,3.0,16.0,147.0,4.375
4738,299.0,2.0,15.0,22.0,3.75
4739,202.0,13.0,6.0,1043.0,4.375
4740,281.0,11.0,4.0,565.0,3.75
4741,886.0,35.0,47.0,974.0,3.75
4742,176.0,5.0,7.0,41.0,2.5
4743,407.0,10.0,11.0,23.0,2.5
4744,280.0,4.0,19.0,339.0,5.0
4745,325.0,8.0,15.0,194.0,4.375
4746,720.0,28.0,21.0,872.0,3.75
4747,482.0,20.0,22.0,34.0,2.5
4748,288.0,6.0,19.0,64.0,4.375
4749,531.0,9.0,41.0,150.0,3.75
4750,188.0,2.0,1.0,10.0,4.375
4751,875.0,10.0,58.0,96.0,4.375
4753,266.0,0.0,22.0,182.0,5.0
4754,108.0,3.0,2.0,623.0,4.375
4755,843.0,83.0,47.0,624.0,4.375
4757,148.0,2.0,7.0,25.0,5.0
4760,759.0,7.0,17.0,324.0,2.5
4762,731.0,23.0,32.0,1049.0,4.375
4763,127.0,3.0,2.0,34.0,4.375
4766,224.0,8.0,3.0,377.0,4.375
4767,1037.0,15.0,86.0,88.0,3.125
4768,365.0,1.0,16.0,26.0,0.0
4769,517.0,20.0,11.0,230.0,3.125
4771,591.0,32.0,19.0,675.0,3.125
4772,406.0,6.0,29.0,150.0,4.375
4773,622.0,1.0,61.0,16.0,4.375
4774,329.0,11.0,23.0,253.0,4.375
4775,274.0,6.0,10.0,387.0,3.75
4778,300.0,15.0,25.0,251.0,3.125
4779,120.0,1.0,12.0,259.0,3.75
4782,171.0,5.0,5.0,189.0,0.0
4783,400.0,10.0,20.0,406.0,3.75
4784,207.0,7.0,6.0,89.0,3.75
4786,168.0,1.0,0.0,23.0,3.75
4787,613.0,11.0,17.0,662.0,4.375
4788,156.0,3.0,7.0,191.0,4.375
4789,151.0,0.0,0.0,1.0,0.0
4791,707.0,8.0,39.0,381.0,3.75
4792,237.0,20.0,13.0,270.0,4.375
4793,255.0,4.0,16.0,456.0,3.75
4795,275.0,4.0,9.0,285.0,5.0
4796,274.0,33.0,11.0,1295.0,3.75
4797,219.0,1.0,17.0,7.0,4.375
4798,635.0,19.0,19.0,24.0,4.375
4799,173.0,1.0,7.0,20.0,2.5
4800,1179.0,111.0,57.0,7666.0,4.375
4801,345.0,5.0,16.0,323.0,4.375
4802,215.0,8.0,15.0,461.0,3.75
4804,704.0,44.0,42.0,1094.0,3.125
4805,525.0,33.0,37.0,363.0,4.375
4806,605.0,12.0,61.0,239.0,4.375
4807,718.0,8.0,60.0,179.0,4.375
4808,130.0,0.0,0.0,2.0,3.75
4812,709.0,30.0,62.0,1534.0,5.0
4813,1304.0,71.0,76.0,1391.0,4.375
4814,460.0,34.0,31.0,132.0,4.375
4816,610.0,3.0,35.0,88.0,2.5
4817,193.0,10.0,7.0,145.0,3.75
4818,1313.0,91.0,70.0,3192.0,4.375
4819,301.0,20.0,21.0,430.0,2.5
4820,265.0,5.0,11.0,140.0,4.375
4821,674.0,42.0,53.0,660.0,3.75
4822,114.0,3.0,6.0,14.0,3.75
4823,422.0,15.0,19.0,589.0,4.375
4824,119.0,7.0,5.0,29.0,5.0
4825,282.0,4.0,12.0,53.0,3.125
4826,423.0,12.0,16.0,42.0,4.375
4827,209.0,4.0,15.0,745.0,4.375
4829,646.0,58.0,43.0,1130.0,4.375
4832,599.0,29.0,24.0,201.0,3.75
4833,472.0,32.0,30.0,1285.0,3.75
4834,935.0,18.0,65.0,1061.0,5.0
4835,226.0,2.0,6.0,232.0,4.375
4836,216.0,2.0,17.0,423.0,4.375
4837,140.0,4.0,5.0,1282.0,5.0
4838,343.0,14.0,16.0,422.0,4.375
4839,204.0,6.0,13.0,213.0,4.375
4840,136.0,0.0,15.0,170.0,4.375
4842,378.0,6.0,28.0,208.0,4.375
4844,250.0,6.0,15.0,347.0,4.375
4845,275.0,4.0,24.0,107.0,4.375
4846,454.0,39.0,23.0,895.0,4.375
4847,116.0,3.0,0.0,2798.0,5.0
4850,276.0,3.0,11.0,181.0,3.125
4851,400.0,26.0,13.0,139.0,4.375
4852,153.0,2.0,6.0,50.0,4.375
4853,627.0,17.0,45.0,909.0,4.375
4857,101.0,1.0,7.0,57.0,0.0
4858,213.0,28.0,8.0,83.0,5.0
4861,1276.0,43.0,88.0,689.0,4.375
4862,137.0,1.0,1.0,35.0,0.0
4864,1750.0,1.0,1.0,39.0,3.75
4865,1151.0,27.0,93.0,1425.0,3.75
4868,630.0,43.0,26.0,827.0,4.375
4869,527.0,21.0,20.0,333.0,3.75
4870,682.0,47.0,50.0,150.0,4.375
4871,132.0,0.0,0.0,3.0,0.0
4872,171.0,0.0,13.0,2.0,0.0
4875,135.0,2.0,5.0,71.0,3.75
4876,231.0,9.0,10.0,252.0,5.0
4877,111.0,18.0,4.0,100.0,4.375
4879,719.0,52.0,44.0,7707.0,3.75
4880,191.0,3.0,15.0,10.0,4.375
4881,678.0,60.0,39.0,936.0,2.5
4882,734.0,31.0,23.0,786.0,3.75
4885,332.0,6.0,30.0,383.0,3.75
4886,235.0,10.0,9.0,194.0,3.75
4887,585.0,49.0,22.0,160.0,4.375
4889,299.0,2.0,8.0,16.0,3.75
4890,349.0,3.0,28.0,366.0,4.375
4891,168.0,6.0,16.0,26.0,4.375
4892,851.0,46.0,66.0,681.0,3.75
4893,946.0,18.0,12.0,302.0,4.375
4895,208.0,0.0,23.0,242.0,0.0
4896,395.0,22.0,19.0,498.0,4.375
4898,307.0,1.0,1.0,4.0,4.375
4899,449.0,5.0,29.0,48.0,4.375
4900,223.0,8.0,12.0,605.0,3.75
4901,311.0,6.0,4.0,7.0,3.75
4902,793.0,31.0,64.0,939.0,5.0
4903,229.0,5.0,4.0,58.0,3.75
4906,569.0,19.0,18.0,1021.0,3.75
4907,957.0,14.0,45.0,595.0,3.75
4908,690.0,25.0,19.0,625.0,4.375
4909,579.0,4.0,35.0,37.0,0.0
4910,228.0,12.0,17.0,347.0,4.375
4911,651.0,5.0,24.0,249.0,3.75
4912,164.0,2.0,0.0,2842.0,0.0
4913,707.0,22.0,20.0,49.0,3.125
4917,151.0,8.0,6.0,305.0,3.75
4918,310.0,14.0,7.0,1061.0,3.125
4919,772.0,7.0,38.0,300.0,5.0
4920,306.0,1.0,33.0,195.0,0.0
4921,431.0,14.0,10.0,232.0,3.125
4922,1116.0,46.0,74.0,1110.0,3.75
4924,129.0,1.0,11.0,40.0,5.0
4925,397.0,35.0,18.0,953.0,4.375
4926,135.0,0.0,0.0,1.0,0.0
4927,352.0,23.0,24.0,1196.0,4.375
4930,200.0,10.0,11.0,528.0,4.375
4931,265.0,4.0,10.0,1768.0,3.75
4932,419.0,23.0,33.0,934.0,4.375
4934,165.0,7.0,11.0,168.0,5.0
4935,303.0,5.0,2.0,1532.0,3.75
4938,274.0,9.0,22.0,432.0,3.125
4940,518.0,38.0,22.0,576.0,4.375
4941,212.0,2.0,0.0,8.0,4.375
4942,586.0,11.0,45.0,316.0,4.375
4943,166.0,2.0,9.0,138.0,4.375
4944,465.0,19.0,18.0,23.0,4.375
4945,121.0,2.0,7.0,37.0,4.375
4946,460.0,14.0,43.0,290.0,3.75
4947,613.0,7.0,48.0,180.0,4.375
4948,173.0,2.0,12.0,91.0,3.75
4949,157.0,7.0,9.0,436.0,3.75
4951,210.0,3.0,15.0,21.0,4.375
4953,147.0,2.0,13.0,19.0,4.375
4954,550.0,2.0,55.0,890.0,0.0
4955,899.0,10.0,65.0,291.0,4.375
4957,176.0,7.0,3.0,30.0,3.125
4958,123.0,1.0,0.0,14.0,3.125
4962,415.0,13.0,26.0,983.0,4.375
4963,304.0,5.0,14.0,101.0,4.375
4964,324.0,13.0,10.0,577.0,4.375
4965,895.0,48.0,30.0,464.0,4.375
4966,361.0,16.0,15.0,1222.0,4.375
4968,392.0,20.0,34.0,542.0,4.375
4969,459.0,41.0,29.0,759.0,0.0
4970,576.0,18.0,25.0,473.0,4.375
4971,605.0,42.0,31.0,877.0,3.75
4973,253.0,4.0,16.0,170.0,4.375
4974,629.0,36.0,36.0,194.0,0.0
4975,258.0,4.0,20.0,184.0,3.75
4978,450.0,15.0,30.0,932.0,4.375
4979,240.0,6.0,14.0,378.0,3.75
4980,303.0,7.0,12.0,1230.0,4.375
4983,201.0,1.0,20.0,163.0,4.375
4984,139.0,1.0,9.0,86.0,0.0
4985,280.0,7.0,21.0,72.0,0.0
4986,960.0,69.0,72.0,1338.0,3.75
4987,395.0,24.0,23.0,80.0,5.0
4988,129.0,1.0,6.0,4.0,5.0
4989,225.0,4.0,13.0,62.0,3.75
4990,529.0,36.0,32.0,122.0,2.5
4994,163.0,2.0,14.0,120.0,3.75
4995,171.0,1.0,5.0,15.0,5.0
4996,178.0,3.0,13.0,17.0,3.75
4997,379.0,10.0,27.0,338.0,3.75
4998,360.0,11.0,15.0,1602.0,5.0
5000,695.0,40.0,43.0,1419.0,2.5
5001,531.0,48.0,20.0,423.0,3.125
5002,1810.0,81.0,160.0,550.0,4.375
5003,333.0,3.0,13.0,123.0,4.375
5004,103.0,3.0,7.0,26.0,5.0
5005,177.0,0.0,0.0,2.0,0.0
5007,607.0,15.0,30.0,49.0,3.75
5008,1312.0,234.0,15.0,8945.0,0.0
5010,105.0,1.0,6.0,37.0,4.375
5011,302.0,11.0,16.0,181.0,3.75
5012,405.0,6.0,15.0,163.0,4.375
5013,374.0,43.0,20.0,390.0,3.75
5014,332.0,32.0,19.0,1047.0,3.75
5015,311.0,6.0,15.0,525.0,4.375
5016,460.0,13.0,35.0,268.0,4.375
5017,121.0,1.0,0.0,3.0,0.0
5019,262.0,1.0,11.0,13.0,0.0
5022,278.0,11.0,10.0,171.0,3.75
5025,323.0,3.0,20.0,100.0,4.375
5026,168.0,24.0,5.0,1415.0,3.75
5027,493.0,7.0,25.0,189.0,0.0
5028,175.0,10.0,11.0,404.0,5.0
5030,289.0,2.0,1.0,441.0,5.0
5031,289.0,1.0,30.0,212.0,3.75
5033,279.0,1.0,0.0,12.0,4.375
5034,236.0,8.0,8.0,169.0,3.75
5035,725.0,11.0,51.0,370.0,5.0
5037,222.0,5.0,5.0,491.0,0.0
5038,419.0,20.0,13.0,619.0,3.125
5039,364.0,4.0,26.0,724.0,3.75
5040,191.0,5.0,7.0,595.0,0.0
5041,501.0,5.0,25.0,332.0,3.75
5042,251.0,0.0,27.0,121.0,5.0
5044,269.0,10.0,19.0,288.0,3.125
5045,273.0,3.0,19.0,62.0,4.375
5046,143.0,5.0,13.0,111.0,3.75
5047,417.0,37.0,14.0,693.0,5.0
5048,343.0,26.0,14.0,619.0,5.0
5049,1215.0,18.0,4.0,5302.0,0.0
5050,133.0,2.0,12.0,92.0,4.375
5051,904.0,54.0,51.0,2317.0,3.75
5054,245.0,3.0,21.0,12.0,3.75
5056,479.0,15.0,27.0,415.0,1.875
5057,706.0,43.0,15.0,1048.0,3.75
5058,569.0,25.0,18.0,1546.0,2.5
5059,730.0,36.0,17.0,1239.0,3.75
5060,167.0,0.0,18.0,0.0,3.125
5061,177.0,3.0,9.0,37.0,4.375
5062,1090.0,142.0,50.0,1560.0,4.375
5064,252.0,32.0,11.0,81.0,3.75
5065,410.0,14.0,25.0,1162.0,3.75
5068,436.0,13.0,21.0,1212.0,3.75
5070,322.0,12.0,9.0,416.0,3.125
5071,796.0,60.0,56.0,371.0,4.375
5072,116.0,16.0,5.0,132.0,5.0
5074,1103.0,53.0,71.0,1717.0,4.375
5075,343.0,23.0,24.0,294.0,4.375
5076,192.0,4.0,0.0,59.0,5.0
5077,374.0,3.0,1.0,22.0,0.0
5078,199.0,4.0,11.0,317.0,5.0
5079,649.0,59.0,37.0,215.0,3.75
5081,579.0,20.0,29.0,449.0,4.375
5083,117.0,2.0,9.0,9.0,3.75
5085,528.0,11.0,14.0,36.0,3.75
5086,291.0,2.0,18.0,105.0,4.375
5090,381.0,5.0,18.0,293.0,4.375
5093,491.0,30.0,20.0,1381.0,4.375
5094,936.0,15.0,76.0,802.0,5.0
5095,1786.0,140.0,118.0,1245.0,4.375
5096,1503.0,117.0,94.0,906.0,5.0
5097,573.0,8.0,27.0,422.0,4.375
5098,164.0,1.0,16.0,99.0,4.375
5099,273.0,5.0,27.0,196.0,4.375
5100,173.0,3.0,0.0,46.0,0.0
5101,600.0,56.0,33.0,417.0,3.75
5102,299.0,3.0,16.0,272.0,3.75
5103,252.0,1.0,2.0,23.0,4.375
5104,1113.0,8.0,75.0,63.0,1.25
5107,564.0,51.0,34.0,225.0,4.375
5108,270.0,15.0,14.0,275.0,3.75
5109,395.0,16.0,16.0,737.0,4.375
5110,306.0,4.0,32.0,106.0,3.75
5112,432.0,10.0,20.0,1845.0,4.375
5113,475.0,8.0,20.0,255.0,3.75
5114,1187.0,126.0,58.0,1895.0,4.375
5116,833.0,37.0,45.0,1028.0,3.75
5117,482.0,12.0,33.0,691.0,3.75
5118,1662.0,86.0,92.0,2764.0,3.75
5120,176.0,0.0,19.0,68.0,3.125
5121,253.0,5.0,11.0,326.0,3.75
5123,431.0,8.0,28.0,263.0,1.25
5125,183.0,2.0,17.0,165.0,5.0
5126,137.0,9.0,3.0,957.0,4.375
5127,179.0,4.0,8.0,78.0,4.375
5133,278.0,3.0,9.0,36.0,4.375
5134,684.0,35.0,51.0,727.0,4.375
5136,206.0,3.0,14.0,0.0,3.75
5141,837.0,75.0,43.0,413.0,4.375
5143,272.0,3.0,20.0,87.0,5.0
5144,157.0,4.0,7.0,498.0,4.375
5148,335.0,41.0,18.0,372.0,5.0
5149,346.0,9.0,19.0,512.0,4.375
5150,126.0,3.0,10.0,82.0,4.375
5151,1462.0,77.0,108.0,899.0,4.375
5152,217.0,8.0,10.0,1040.0,3.75
5154,411.0,21.0,29.0,1347.0,2.5
5155,694.0,50.0,46.0,170.0,4.375
5156,279.0,3.0,30.0,206.0,3.75
5159,608.0,56.0,25.0,239.0,3.75
5160,190.0,10.0,13.0,244.0,4.375
5161,141.0,1.0,14.0,8.0,1.875
5164,986.0,1.0,108.0,10.0,3.75
5166,241.0,8.0,23.0,459.0,4.375
5167,202.0,7.0,10.0,52.0,4.375
5168,194.0,0.0,21.0,2.0,3.125
5169,195.0,8.0,2.0,428.0,1.25
5170,260.0,1.0,0.0,2.0,3.125
5172,174.0,3.0,10.0,58.0,5.0
5174,298.0,1.0,0.0,1430.0,4.375
5175,128.0,10.0,9.0,49.0,4.375
5176,283.0,2.0,12.0,156.0,4.375
5177,504.0,30.0,27.0,1528.0,3.75
5178,1450.0,171.0,73.0,37191.0,5.0
5179,391.0,5.0,26.0,247.0,3.75
5180,544.0,22.0,15.0,97.0,5.0
5183,263.0,18.0,15.0,917.0,3.75
5184,548.0,5.0,27.0,297.0,4.375
5188,1051.0,9.0,63.0,86.0,4.375
5189,562.0,7.0,28.0,162.0,5.0
5190,166.0,3.0,1.0,128.0,0.0
5192,286.0,9.0,19.0,371.0,4.375
5193,222.0,0.0,0.0,2.0,3.75
5194,995.0,1.0,60.0,313.0,4.375
5195,817.0,28.0,35.0,1303.0,3.75
5196,246.0,12.0,10.0,69.0,4.375
5197,106.0,4.0,7.0,9.0,3.125
5199,377.0,3.0,24.0,201.0,5.0
5202,144.0,1.0,0.0,11.0,3.75
5204,473.0,17.0,31.0,662.0,2.5
5205,210.0,5.0,11.0,94.0,3.75
5206,424.0,22.0,35.0,849.0,4.375
5208,431.0,7.0,14.0,102.0,4.375
5210,241.0,9.0,6.0,149.0,4.375
5212,1378.0,17.0,93.0,599.0,4.375
5213,239.0,6.0,9.0,333.0,4.375
5214,391.0,9.0,22.0,128.0,4.375
5215,203.0,8.0,13.0,79.0,3.75
5217,316.0,13.0,15.0,338.0,3.75
5218,218.0,14.0,15.0,260.0,3.75
5220,167.0,2.0,9.0,200.0,4.375
5221,221.0,2.0,1.0,6.0,0.0
5223,495.0,21.0,21.0,1888.0,4.375
5224,230.0,3.0,16.0,45.0,4.375
5225,256.0,17.0,18.0,473.0,4.375
5226,810.0,61.0,16.0,266.0,4.375
5227,795.0,35.0,55.0,655.0,4.375
5228,1122.0,77.0,47.0,4731.0,3.75
5229,414.0,20.0,13.0,187.0,4.375
5230,170.0,0.0,0.0,8.0,0.0
5231,189.0,2.0,14.0,306.0,3.75
5232,313.0,34.0,12.0,102.0,4.375
5234,851.0,17.0,85.0,427.0,4.375
5236,218.0,5.0,14.0,106.0,4.375
5237,1685.0,48.0,135.0,2401.0,4.375
5238,580.0,18.0,2.0,1172.0,3.75
5239,251.0,5.0,11.0,161.0,4.375
5241,221.0,2.0,22.0,306.0,3.75
5243,320.0,45.0,12.0,286.0,4.375
5244,283.0,44.0,10.0,996.0,4.375
5245,200.0,1.0,1.0,1.0,0.0
5246,511.0,15.0,32.0,638.0,4.375
5247,439.0,8.0,1.0,13.0,0.0
5249,1711.0,39.0,139.0,377.0,4.375
5250,821.0,69.0,52.0,641.0,2.5
5251,552.0,72.0,20.0,168.0,3.75
5254,296.0,7.0,10.0,203.0,4.375
5256,916.0,7.0,20.0,163.0,4.375
5257,753.0,9.0,40.0,414.0,3.75
5262,778.0,44.0,54.0,517.0,3.75
5264,865.0,7.0,74.0,137.0,3.75
5266,107.0,1.0,0.0,3.0,3.75
5268,470.0,3.0,33.0,131.0,0.0
5269,492.0,30.0,24.0,2187.0,3.75
5270,200.0,24.0,4.0,577.0,4.375
5271,763.0,35.0,66.0,721.0,5.0
5272,1702.0,49.0,46.0,566.0,3.75
5273,223.0,3.0,1.0,57.0,5.0
5275,282.0,3.0,13.0,76.0,4.375
5276,735.0,37.0,52.0,1141.0,3.75
5277,228.0,16.0,4.0,411.0,3.75
5278,141.0,1.0,0.0,2.0,4.375
5279,768.0,39.0,31.0,1540.0,3.125
5282,378.0,43.0,18.0,905.0,3.75
5283,231.0,1.0,25.0,292.0,4.375
5284,454.0,20.0,18.0,435.0,4.375
5286,319.0,0.0,0.0,6.0,4.375
5287,168.0,0.0,19.0,118.0,4.375
5288,426.0,32.0,21.0,378.0,4.375
5289,307.0,5.0,4.0,172.0,4.375
5290,724.0,6.0,60.0,72.0,3.75
5291,493.0,9.0,21.0,827.0,3.75
5292,334.0,7.0,13.0,34.0,4.375
5293,189.0,3.0,11.0,242.0,3.75
5294,261.0,9.0,23.0,251.0,3.75
5296,459.0,37.0,32.0,830.0,4.375
5297,455.0,13.0,27.0,1245.0,3.125
5298,296.0,13.0,13.0,299.0,3.125
5299,175.0,1.0,3.0,76.0,0.0
5300,603.0,29.0,18.0,599.0,4.375
5301,588.0,13.0,30.0,276.0,4.375
5302,143.0,1.0,11.0,254.0,3.75
5303,1003.0,11.0,102.0,158.0,4.375
5304,805.0,8.0,68.0,33.0,4.375
5305,312.0,9.0,16.0,992.0,4.375
5307,879.0,46.0,57.0,959.0,3.75
5308,153.0,1.0,7.0,153.0,4.375
5310,479.0,6.0,12.0,196.0,3.75
5311,464.0,6.0,26.0,393.0,3.75
5313,122.0,2.0,0.0,3.0,5.0
5315,689.0,25.0,62.0,165.0,5.0
5316,535.0,9.0,21.0,142.0,4.375
5317,619.0,60.0,31.0,4154.0,3.75
5318,1029.0,78.0,57.0,341.0,4.375
5319,465.0,41.0,27.0,819.0,4.375
5320,250.0,15.0,4.0,933.0,3.125
5323,657.0,7.0,38.0,66.0,5.0
5327,308.0,35.0,16.0,867.0,3.125
5328,118.0,5.0,2.0,237.0,4.375
5329,671.0,10.0,25.0,71.0,3.125
5330,162.0,18.0,6.0,278.0,5.0
5331,319.0,23.0,10.0,1545.0,4.375
5332,404.0,13.0,24.0,645.0,4.375
5334,627.0,21.0,22.0,956.0,4.375
5335,792.0,23.0,53.0,1460.0,3.125
5336,487.0,9.0,12.0,113.0,3.125
5337,833.0,65.0,58.0,432.0,3.75
5339,589.0,33.0,49.0,231.0,4.375
5340,964.0,28.0,66.0,1822.0,5.0
5341,521.0,20.0,27.0,996.0,3.75
5343,438.0,32.0,7.0,1245.0,0.0
5344,417.0,0.0,0.0,3.0,5.0
5345,193.0,9.0,8.0,472.0,3.75
5347,530.0,36.0,35.0,1258.0,4.375
5349,510.0,45.0,27.0,468.0,4.375
5350,331.0,10.0,26.0,464.0,4.375
5351,199.0,0.0,0.0,3.0,2.5
5352,209.0,5.0,8.0,77.0,4.375
5353,233.0,35.0,10.0,141.0,4.375
5354,237.0,16.0,18.0,261.0,3.75
5355,655.0,25.0,35.0,609.0,4.375
5356,147.0,2.0,13.0,128.0,4.375
5357,395.0,14.0,12.0,1012.0,3.75
5359,369.0,5.0,23.0,46.0,4.375
5361,433.0,12.0,20.0,518.0,3.75
5365,127.0,0.0,0.0,4.0,4.375
5366,330.0,17.0,20.0,526.0,4.375
5367,215.0,1.0,22.0,142.0,0.0
5370,1314.0,48.0,86.0,1559.0,4.375
5372,220.0,0.0,10.0,23.0,4.375
5373,174.0,6.0,7.0,286.0,4.375
5376,333.0,1.0,11.0,14.0,2.5
5377,189.0,10.0,15.0,155.0,3.75
5382,788.0,49.0,56.0,250.0,4.375
5386,359.0,4.0,20.0,96.0,3.75
5387,376.0,19.0,12.0,1888.0,4.375
5388,558.0,6.0,34.0,134.0,4.375
5389,236.0,6.0,5.0,354.0,2.5
5391,212.0,1.0,13.0,53.0,5.0
5392,244.0,4.0,9.0,159.0,3.125
5393,107.0,2.0,6.0,162.0,3.75
5394,1549.0,104.0,89.0,973.0,4.375
5397,278.0,2.0,27.0,472.0,3.75
5398,162.0,1.0,0.0,1.0,5.0
5399,223.0,7.0,13.0,74.0,4.375
5400,402.0,0.0,45.0,480.0,4.375
5402,158.0,7.0,11.0,70.0,0.0
5403,197.0,3.0,12.0,76.0,3.75
5405,721.0,8.0,38.0,297.0,4.375
5406,254.0,2.0,1.0,10.0,1.875
5407,151.0,7.0,11.0,215.0,5.0
5408,422.0,33.0,25.0,449.0,5.0
5409,653.0,8.0,34.0,65.0,5.0
5410,1807.0,82.0,158.0,1072.0,4.375
5411,271.0,3.0,12.0,500.0,3.75
5412,589.0,6.0,35.0,211.0,4.375
